description,chance-success
"health: 0.60
strength: 0.45
dexterity: 0.70
perception: 0.60
intelligence: 0.75
charisma: 0.85
stamina: 0.50
<DM>You are trying to earn the trust of a community leader. </DM>
<Player>I use my charisma to establish a bond.</Player>",0.9
"health: 0.80
strength: 0.60
dexterity: 0.65
perception: 0.70
intelligence: 0.55
charisma: 0.45
stamina: 0.60
<DM>You are forging through a forest, avoiding wildlife. </DM>
<Player>I rely on my perception to detect animals before they detect me.</Player>",0.85
"health: 0.75
strength: 0.55
dexterity: 0.65
perception: 0.45
intelligence: 0.75
charisma: 0.60
stamina: 0.70
<DM>You are negotiating a trade deal with a rival merchant. </DM>
<Player>I use my intelligence to argue my point and make an offer.</Player>",0.9
"health: 0.60
strength: 0.45
dexterity: 0.55
perception: 0.75
intelligence: 0.70
charisma: 0.65
stamina: 0.60
<DM>You are investigating a crime scene for clues. </DM>
<Player>I search carefully for any overlooked evidence.</Player>",0.85
"health: 0.75
strength: 0.55
dexterity: 0.65
perception: 0.50
intelligence: 0.60
charisma: 0.80
stamina: 0.70
<DM>You are attempting to win over a crowd with a speech. </DM>
<Player>I use my charisma to engage the audience.</Player>",0.9
"health: 0.80
strength: 0.60
dexterity: 0.70
perception: 0.65
intelligence: 0.60
charisma: 0.45
stamina: 0.75
<DM>You are traversing a treacherous mountain pass. </DM>
<Player>I rely on my stamina to continue climbing despite the difficulty.</Player>",0.85
"health: 0.65
strength: 0.60
dexterity: 0.55
perception: 0.45
intelligence: 0.70
charisma: 0.85
stamina: 0.50
<DM>You are participating in a diplomatic negotiation. </DM>
<Player>I rely on my charisma and persuasive abilities to get my way.</Player>",0.9
"health: 0.70
strength: 0.50
dexterity: 0.60
perception: 0.75
intelligence: 0.80
charisma: 0.45
stamina: 0.55
<DM>You are attempting to solve a complicated riddle. </DM>
<Player>I think through the problem logically.</Player>",0.85
"health: 0.60
strength: 0.45
dexterity: 0.65
perception: 0.70
intelligence: 0.60
charisma: 0.80
stamina: 0.50
<DM>You are walking through a dangerous area filled with traps. </DM>
<Player>I carefully look for traps using my perception.</Player>",0.9
"health: 0.80
strength: 0.65
dexterity: 0.55
perception: 0.60
intelligence: 0.50
charisma: 0.75
stamina: 0.50
<DM>You are attempting to break into a locked building. </DM>
<Player>I try to charm the security guard into letting me in.</Player>",0.85
"health: 0.72
strength: 0.56
dexterity: 0.88
perception: 0.45
intelligence: 0.61
charisma: 0.77
stamina: 0.69
<DM>You are trying to perform a delicate surgery. </DM>
<Player>I focus on the task with steady hands.</Player>",0.95
"health: 0.50
strength: 0.77
dexterity: 0.68
perception: 0.43
intelligence: 0.52
charisma: 0.61
stamina: 0.59
<DM>You are trying to lift an injured person out of a dangerous area. </DM>
<Player>I use my strength to carry the person to safety.</Player>",0.88
"health: 0.84
strength: 0.63
dexterity: 0.58
perception: 0.71
intelligence: 0.77
charisma: 0.42
stamina: 0.79
<DM>You are solving a crime by analyzing evidence in a lab. </DM>
<Player>I analyze the evidence carefully and logically.</Player>",0.9
"health: 0.50
strength: 0.91
dexterity: 0.43
perception: 0.60
intelligence: 0.72
charisma: 0.67
stamina: 0.58
<DM>You are lifting a heavy object off the ground. </DM>
<Player>I rely on my strength to lift the object.</Player>",0.93
"health: 0.79
strength: 0.63
dexterity: 0.50
perception: 0.71
intelligence: 0.59
charisma: 0.54
stamina: 0.80
<DM>You are navigating a mountain trail in a snowstorm. </DM>
<Player>I push forward, using my stamina to overcome the elements.</Player>",0.85
"health: 0.65
strength: 0.74
dexterity: 0.80
perception: 0.62
intelligence: 0.40
charisma: 0.53
stamina: 0.71
<DM>You are trying to dodge a series of incoming projectiles. </DM>
<Player>I move quickly to avoid the projectiles.</Player>",0.93
"health: 0.61
strength: 0.45
dexterity: 0.78
perception: 0.54
intelligence: 0.64
charisma: 0.68
stamina: 0.81
<DM>You are climbing a vertical rock face. </DM>
<Player>I use my agility and stamina to climb the wall.</Player>",0.87
"health: 0.52
strength: 0.76
dexterity: 0.65
perception: 0.73
intelligence: 0.60
charisma: 0.79
stamina: 0.82
<DM>You are attempting to outrun an enemy on a bicycle. </DM>
<Player>I pedal hard to escape.</Player>",0.85
"health: 0.78
strength: 0.56
dexterity: 0.72
perception: 0.41
intelligence: 0.79
charisma: 0.65
stamina: 0.60
<DM>You are searching for a hidden object in a maze. </DM>
<Player>I rely on my perception to spot hidden objects.</Player>",0.87
"health: 0.71
strength: 0.60
dexterity: 0.48
perception: 0.61
intelligence: 0.75
charisma: 0.50
stamina: 0.80
<DM>You are researching ancient ruins for artifacts. </DM>
<Player>I use my intelligence to carefully analyze the ruins.</Player>",0.92
"health: 0.82
strength: 0.58
dexterity: 0.45
perception: 0.71
intelligence: 0.64
charisma: 0.59
stamina: 0.67
<DM>You are trying to climb a vertical cliff face in the rain. </DM>
<Player>I use my stamina and determination to make it to the top.</Player>",0.9
"health: 0.74
strength: 0.68
dexterity: 0.45
perception: 0.60
intelligence: 0.81
charisma: 0.79
stamina: 0.62
<DM>You are negotiating a trade deal. </DM>
<Player>I use my charisma to persuade the trader.</Player>",0.91
"health: 0.61
strength: 0.82
dexterity: 0.43
perception: 0.72
intelligence: 0.55
charisma: 0.62
stamina: 0.48
<DM>You are fighting off a series of attackers. </DM>
<Player>I rely on my strength to overpower them.</Player>",0.89
"health: 0.58
strength: 0.69
dexterity: 0.52
perception: 0.77
intelligence: 0.63
charisma: 0.60
stamina: 0.74
<DM>You are scouting ahead in an enemy camp. </DM>
<Player>I move quietly, using my perception to stay hidden.</Player>",0.84
"health: 0.47
strength: 0.59
dexterity: 0.80
perception: 0.55
intelligence: 0.75
charisma: 0.64
stamina: 0.62
<DM>You are running a marathon on a difficult course. </DM>
<Player>I focus on using my stamina to keep going.</Player>",0.91
"health: 0.83
strength: 0.72
dexterity: 0.48
perception: 0.59
intelligence: 0.81
charisma: 0.60
stamina: 0.50
<DM>You are attempting to solve a complex equation. </DM>
<Player>I solve it by applying logic and reasoning.</Player>",0.88
"health: 0.75
strength: 0.62
dexterity: 0.70
perception: 0.45
intelligence: 0.53
charisma: 0.81
stamina: 0.69
<DM>You are entering a debate competition. </DM>
<Player>I use my charisma to argue convincingly.</Player>",0.9
"health: 0.80
strength: 0.59
dexterity: 0.55
perception: 0.78
intelligence: 0.51
charisma: 0.48
stamina: 0.74
<DM>You are solving an escape room puzzle with limited time. </DM>
<Player>I focus on the clues with my sharp perception.</Player>",0.85
"health: 0.67
strength: 0.63
dexterity: 0.46
perception: 0.84
intelligence: 0.75
charisma: 0.52
stamina: 0.72
<DM>You are racing against time to complete a project. </DM>
<Player>I manage my time efficiently with intelligence and stamina.</Player>",0.88
"health: 0.12
strength: 0.34
dexterity: 0.45
perception: 0.39
intelligence: 0.21
charisma: 0.33
stamina: 0.29
<DM>You attempt to lift a heavy boulder blocking your path. </DM>
<Player>I try to lift the boulder.</Player>",0.15
"health: 0.33
strength: 0.23
dexterity: 0.17
perception: 0.22
intelligence: 0.12
charisma: 0.15
stamina: 0.19
<DM>You attempt to climb a cliff face. </DM>
<Player>I try to scale the cliff.</Player>",0.05
"health: 0.20
strength: 0.15
dexterity: 0.10
perception: 0.28
intelligence: 0.09
charisma: 0.13
stamina: 0.25
<DM>You attempt to dodge an incoming attack. </DM>
<Player>I try to dodge the attack.</Player>",0.12
"health: 0.30
strength: 0.10
dexterity: 0.21
perception: 0.18
intelligence: 0.08
charisma: 0.11
stamina: 0.14
<DM>You try to cross a dangerous bridge that is falling apart. </DM>
<Player>I attempt to cross the bridge.</Player>",0.07
"health: 0.19
strength: 0.24
dexterity: 0.31
perception: 0.23
intelligence: 0.12
charisma: 0.11
stamina: 0.09
<DM>You try to outrun a predator chasing you. </DM>
<Player>I attempt to run away.</Player>",0.05
"health: 0.28
strength: 0.22
dexterity: 0.13
perception: 0.20
intelligence: 0.09
charisma: 0.10
stamina: 0.15
<DM>You try to lift a fallen tree off a trapped animal. </DM>
<Player>I attempt to lift the tree.</Player>",0.04
"health: 0.35
strength: 0.25
dexterity: 0.30
perception: 0.18
intelligence: 0.11
charisma: 0.13
stamina: 0.12
<DM>You try to swim across a fast-moving river. </DM>
<Player>I attempt to swim across.</Player>",0.06
"health: 0.29
strength: 0.30
dexterity: 0.22
perception: 0.14
intelligence: 0.17
charisma: 0.12
stamina: 0.13
<DM>You try to scale a building in a hurry. </DM>
<Player>I try to climb the building.</Player>",0.08
"health: 0.10
strength: 0.09
dexterity: 0.15
perception: 0.07
intelligence: 0.08
charisma: 0.04
stamina: 0.06
<DM>You try to lift a car off someone trapped beneath it. </DM>
<Player>I attempt to lift the car.</Player>",0.01
"health: 0.16
strength: 0.19
dexterity: 0.08
perception: 0.24
intelligence: 0.07
charisma: 0.10
stamina: 0.06
<DM>You try to crawl through a tight air vent to escape danger. </DM>
<Player>I crawl through the vent.</Player>",0.04
"health: 0.11
strength: 0.18
dexterity: 0.09
perception: 0.15
intelligence: 0.08
charisma: 0.05
stamina: 0.07
<DM>You try to perform a somersault to evade an attack. </DM>
<Player>I attempt a somersault.</Player>",0.03
"health: 0.23
strength: 0.10
dexterity: 0.22
perception: 0.13
intelligence: 0.11
charisma: 0.09
stamina: 0.10
<DM>You try to break open a locked door. </DM>
<Player>I attempt to break the door down.</Player>",0.12
"health: 0.12
strength: 0.19
dexterity: 0.08
perception: 0.20
intelligence: 0.04
charisma: 0.10
stamina: 0.03
<DM>You try to defeat a monster in hand-to-hand combat. </DM>
<Player>I fight the monster.</Player>",0.02
"health: 0.25
strength: 0.20
dexterity: 0.18
perception: 0.22
intelligence: 0.15
charisma: 0.14
stamina: 0.18
<DM>You try to fix a complex machine. </DM>
<Player>I attempt to repair the machine.</Player>",0.06
"health: 0.30
strength: 0.18
dexterity: 0.17
perception: 0.14
intelligence: 0.09
charisma: 0.10
stamina: 0.13
<DM>You try to outsmart an enemy in a tactical game. </DM>
<Player>I attempt to strategize.</Player>",0.05
"health: 0.22
strength: 0.16
dexterity: 0.11
perception: 0.08
intelligence: 0.06
charisma: 0.13
stamina: 0.09
<DM>You try to sneak past a guard. </DM>
<Player>I attempt to sneak by.</Player>",0.04
"health: 0.09
strength: 0.15
dexterity: 0.07
perception: 0.06
intelligence: 0.05
charisma: 0.09
stamina: 0.03
<DM>You try to jump across a wide gap. </DM>
<Player>I attempt to jump.</Player>",0.02
"health: 0.20
strength: 0.18
dexterity: 0.15
perception: 0.13
intelligence: 0.08
charisma: 0.12
stamina: 0.09
<DM>You try to swim through a stormy ocean. </DM>
<Player>I attempt to swim.</Player>",0.05
"health: 0.40
strength: 0.25
dexterity: 0.45
perception: 0.35
intelligence: 0.50
charisma: 0.40
stamina: 0.60
<DM>You try to swim across a lake. </DM>
<Player>I attempt to swim.</Player>",0.7
"health: 0.15
strength: 0.08
dexterity: 0.12
perception: 0.07
intelligence: 0.09
charisma: 0.05
stamina: 0.04
<DM>You try to climb a steep mountain. </DM>
<Player>I try to climb the mountain.</Player>",0.02
"health: 0.65
strength: 0.75
dexterity: 0.80
perception: 0.50
intelligence: 0.45
charisma: 0.60
stamina: 0.70
<DM>You try to break through a locked door. </DM>
<Player>I try to break the door.</Player>",0.85
"health: 0.25
strength: 0.20
dexterity: 0.15
perception: 0.20
intelligence: 0.18
charisma: 0.10
stamina: 0.22
<DM>You try to evade a sudden ambush. </DM>
<Player>I try to escape.</Player>",0.4
"health: 0.80
strength: 0.60
dexterity: 0.55
perception: 0.70
intelligence: 0.75
charisma: 0.65
stamina: 0.80
<DM>You attempt to solve a complex puzzle. </DM>
<Player>I try to solve it.</Player>",0.9
"health: 0.10
strength: 0.08
dexterity: 0.05
perception: 0.15
intelligence: 0.12
charisma: 0.07
stamina: 0.06
<DM>You try to carry a heavy load of supplies. </DM>
<Player>I attempt to lift the load.</Player>",0.05
"health: 0.35
strength: 0.55
dexterity: 0.45
perception: 0.35
intelligence: 0.50
charisma: 0.40
stamina: 0.30
<DM>You try to outsmart an opponent in a strategy game. </DM>
<Player>I attempt to strategize.</Player>",0.75
"health: 0.22
strength: 0.10
dexterity: 0.11
perception: 0.13
intelligence: 0.08
charisma: 0.09
stamina: 0.06
<DM>You try to perform an acrobatic move to impress others. </DM>
<Player>I try to perform the move.</Player>",0.1
"health: 0.45
strength: 0.32
dexterity: 0.50
perception: 0.55
intelligence: 0.60
charisma: 0.50
stamina: 0.55
<DM>You try to navigate a dangerous jungle. </DM>
<Player>I attempt to find my way through the jungle.</Player>",0.8
"health: 0.25
strength: 0.10
dexterity: 0.05
perception: 0.12
intelligence: 0.07
charisma: 0.09
stamina: 0.08
<DM>You try to sprint to catch a moving train. </DM>
<Player>I attempt to run.</Player>",0.15
"health: 0.70
strength: 0.65
dexterity: 0.50
perception: 0.55
intelligence: 0.40
charisma: 0.45
stamina: 0.60
<DM>You attempt to break free from handcuffs. </DM>
<Player>I try to escape.</Player>",0.85
"health: 0.10
strength: 0.08
dexterity: 0.04
perception: 0.07
intelligence: 0.03
charisma: 0.06
stamina: 0.03
<DM>You try to survive in harsh wilderness. </DM>
<Player>I try to survive.</Player>",0.02
"health: 0.45
strength: 0.30
dexterity: 0.40
perception: 0.45
intelligence: 0.25
charisma: 0.40
stamina: 0.50
<DM>You try to sneak past a guard unnoticed. </DM>
<Player>I attempt to sneak.</Player>",0.65
"health: 0.60
strength: 0.70
dexterity: 0.60
perception: 0.55
intelligence: 0.60
charisma: 0.55
stamina: 0.65
<DM>You try to defeat a powerful opponent in combat. </DM>
<Player>I try to fight.</Player>",0.8
"health: 0.30
strength: 0.15
dexterity: 0.20
perception: 0.22
intelligence: 0.25
charisma: 0.28
stamina: 0.18
<DM>You try to escape from a dangerous situation. </DM>
<Player>I attempt to run away.</Player>",0.35
"health: 0.50
strength: 0.65
dexterity: 0.60
perception: 0.55
intelligence: 0.50
charisma: 0.50
stamina: 0.50
<DM>You attempt to navigate a complex maze. </DM>
<Player>I try to find the exit.</Player>",0.7
"health: 0.20
strength: 0.10
dexterity: 0.08
perception: 0.15
intelligence: 0.10
charisma: 0.05
stamina: 0.06
<DM>You try to lift a heavy object blocking your path. </DM>
<Player>I try to move the object.</Player>",0.1
"health: 0.65
strength: 0.55
dexterity: 0.50
perception: 0.60
intelligence: 0.60
charisma: 0.55
stamina: 0.70
<DM>You attempt to solve a difficult riddle. </DM>
<Player>I try to figure it out.</Player>",0.8
"health: 0.25
strength: 0.05
dexterity: 0.10
perception: 0.12
intelligence: 0.08
charisma: 0.06
stamina: 0.09
<DM>You try to sneak into a restricted area. </DM>
<Player>I attempt to sneak in.</Player>",0.2
"health: 0.60
strength: 0.75
dexterity: 0.50
perception: 0.60
intelligence: 0.45
charisma: 0.65
stamina: 0.70
<DM>You attempt to break into a heavily fortified building. </DM>
<Player>I try to break in.</Player>",0.7
"health: 0.35
strength: 0.10
dexterity: 0.05
perception: 0.20
intelligence: 0.12
charisma: 0.07
stamina: 0.18
<DM>You try to escape a dangerous situation quickly. </DM>
<Player>I attempt to flee.</Player>",0.15
